38897070,41.869323,-87.666247,1303652239.0,None,38897226
38897226,41.869318,-87.666505,1303652248.0,38897070,38897294
38897294,41.869312,-87.66677,1303652251.0,38897226,38897356
38897356,41.869299,-87.667078,1303652254.0,38897294,38897421
38897421,41.869284,-87.667405,1303652257.0,38897356,38897499
38897499,41.869273,-87.667748,1303652260.0,38897421,38897572
38897572,41.869268,-87.668091,1303652263.0,38897499,38897636
38897636,41.869269,-87.668406,1303652266.0,38897572,38897702
38897702,41.869264,-87.668681,1303652269.0,38897636,38897881
38897881,41.869267,-87.668971,1303652276.0,38897702,38897969
38897969,41.869258,-87.66927,1303652280.0,38897881,38898048
38898048,41.869245,-87.669566,1303652283.0,38897969,38898125
38898125,41.869233,-87.669889,1303652286.0,38898048,38898198
38898198,41.869242,-87.670228,1303652289.0,38898125,38898270
38898270,41.869249,-87.670569,1303652292.0,38898198,38898348
38898348,41.869245,-87.670883,1303652295.0,38898270,38898427
38898427,41.869242,-87.671134,1303652298.0,38898348,38898580
38898580,41.869236,-87.671376,1303652304.0,38898427,38898686
38898686,41.869223,-87.671672,1303652308.0,38898580,38898773
38898773,41.869231,-87.671964,1303652311.0,38898686,38898849
38898849,41.869227,-87.672295,1303652314.0,38898773,38898924
38898924,41.869225,-87.672641,1303652317.0,38898849,38899006
38899006,41.869226,-87.672972,1303652320.0,38898924,38899094
38899094,41.869225,-87.673273,1303652323.0,38899006,38899213
38899213,41.869216,-87.673545,1303652327.0,38899094,38899369
38899369,41.869205,-87.673837,1303652333.0,38899213,38899455
38899455,41.869195,-87.674101,1303652336.0,38899369,38899531
38899531,41.869187,-87.674418,1303652339.0,38899455,38899626
38899626,41.86918,-87.674759,1303652342.0,38899531,38899704
38899704,41.869167,-87.67511,1303652345.0,38899626,38899793
38899793,41.869166,-87.675442,1303652348.0,38899704,38899881
38899881,41.869186,-87.675701,1303652351.0,38899793,38900353
38900353,41.869187,-87.675944,1303652367.0,38899881,38900473
