53219465,41.863548,-87.650657,1303861409.0,None,53219655
53219655,41.863559,-87.650916,1303861417.0,53219465,53219832
53219832,41.863757,-87.650985,1303861423.0,53219655,53219945
53219945,41.863953,-87.65098,1303861427.0,53219832,53220063
53220063,41.864189,-87.650977,1303861431.0,53219945,53220176
53220176,41.864412,-87.650967,1303861435.0,53220063,53220412
53220412,41.864616,-87.650958,1303861443.0,53220176,53220565
53220565,41.864836,-87.650964,1303861448.0,53220412,53220691
53220691,41.865074,-87.650965,1303861452.0,53220565,53220777
53220777,41.865258,-87.650967,1303861455.0,53220691,53220871
53220871,41.865442,-87.650968,1303861458.0,53220777,53220960
53220960,41.865624,-87.650967,1303861461.0,53220871,53221057
53221057,41.865807,-87.650967,1303861464.0,53220960,53221190
53221190,41.866038,-87.650972,1303861468.0,53221057,53221315
53221315,41.866236,-87.650983,1303861472.0,53221190,53221503
53221503,41.866425,-87.650989,1303861478.0,53221315,53221662
53221662,41.866616,-87.651112,1303861483.0,53221503,53221770
53221770,41.866706,-87.651329,1303861486.0,53221662,53221858
53221858,41.866739,-87.651608,1303861489.0,53221770,53221952
53221952,41.866781,-87.651928,1303861492.0,53221858,53222052
53222052,41.866869,-87.652257,1303861495.0,53221952,53222151
53222151,41.866932,-87.652585,1303861498.0,53222052,53222255
53222255,41.866961,-87.652909,1303861501.0,53222151,53222353
53222353,41.866983,-87.653251,1303861504.0,53222255,53222445
53222445,41.86699,-87.653576,1303861507.0,53222353,53222542
53222542,41.866988,-87.653897,1303861510.0,53222445,53222644
53222644,41.866987,-87.654228,1303861513.0,53222542,53222753
53222753,41.866984,-87.654548,1303861516.0,53222644,53222853
53222853,41.866979,-87.65483,1303861519.0,53222753,53222948
53222948,41.867009,-87.655161,1303861522.0,53222853,53223041
53223041,41.86702,-87.655453,1303861525.0,53222948,53223176
53223176,41.867036,-87.655715,1303861529.0,53223041,53223425
53223425,41.867045,-87.656008,1303861536.0,53223176,53223557
53223557,41.867052,-87.656327,1303861540.0,53223425,53223697
53223697,41.867075,-87.656589,1303861544.0,53223557,53223905
53223905,41.867286,-87.656657,1303861550.0,53223697,53224058
53224058,41.867514,-87.656683,1303861554.0,53223905,53224157
53224157,41.86772,-87.656695,1303861557.0,53224058,53224259
53224259,41.867932,-87.656696,1303861560.0,53224157,53224364
53224364,41.868141,-87.656697,1303861563.0,53224259,53224469
53224469,41.868344,-87.656708,1303861566.0,53224364,53224579
53224579,41.86854,-87.656717,1303861569.0,53224469,53224684
