79711421,41.871342,-87.671477,1303740879.0,None,79711572
79711572,41.871557,-87.671499,1303740884.0,79711421,79711671
79711671,41.871786,-87.671508,1303740887.0,79711572,79711759
79711759,41.872034,-87.671509,1303740890.0,79711671,79711818
79711818,41.872214,-87.671507,1303740892.0,79711759,79711883
79711883,41.872398,-87.671502,1303740894.0,79711818,79711985
79711985,41.872668,-87.671504,1303740897.0,79711883,79712053
79712053,41.872852,-87.671513,1303740899.0,79711985,79712145
79712145,41.873116,-87.671518,1303740902.0,79712053,79712221
79712221,41.873384,-87.671519,1303740905.0,79712145,79712278
79712278,41.873567,-87.671512,1303740907.0,79712221,79712378
79712378,41.873809,-87.671498,1303740910.0,79712278,79712522
79712522,41.874015,-87.671451,1303740914.0,79712378,79712692
79712692,41.874137,-87.67122,1303740919.0,79712522,79712780
79712780,41.874167,-87.670925,1303740922.0,79712692,79712868
79712868,41.874167,-87.670598,1303740925.0,79712780,79712967
79712967,41.874129,-87.6703,1303740928.0,79712868,79713069
79713069,41.874074,-87.670025,1303740931.0,79712967,79713175
79713175,41.874015,-87.669772,1303740934.0,79713069,79713312
79713312,41.874043,-87.669441,1303740938.0,79713175,79713409
79713409,41.874047,-87.669099,1303740941.0,79713312,79713512
79713512,41.874057,-87.668733,1303740944.0,79713409,79713583
79713583,41.874056,-87.66848,1303740946.0,79713512,79713648
79713648,41.874089,-87.668233,1303740948.0,79713583,79713721
79713721,41.874108,-87.66799,1303740950.0,79713648,79713812
79713812,41.874116,-87.667652,1303740953.0,79713721,79713911
79713911,41.874114,-87.667336,1303740956.0,79713812,79714012
79714012,41.874122,-87.667029,1303740959.0,79713911,79714121
79714121,41.874125,-87.666726,1303740962.0,79714012,79714228
79714228,41.874136,-87.666426,1303740965.0,79714121,79714340
79714340,41.874148,-87.666093,1303740968.0,79714228,79714440
79714440,41.87416,-87.665741,1303740971.0,79714340,79714538
79714538,41.874167,-87.665379,1303740974.0,79714440,79714605
79714605,41.87417,-87.66513,1303740976.0,79714538,79714674
79714674,41.874162,-87.664883,1303740978.0,79714605,79714781
79714781,41.874156,-87.664531,1303740981.0,79714674,79714892
79714892,41.874153,-87.664213,1303740984.0,79714781,79715008
79715008,41.874154,-87.663895,1303740987.0,79714892,79715112
79715112,41.874143,-87.663569,1303740990.0,79715008,79715221
79715221,41.874142,-87.663268,1303740993.0,79715112,79715330
79715330,41.874142,-87.662985,1303740996.0,79715221,79715435
79715435,41.874145,-87.662741,1303740999.0,79715330,79715619
79715619,41.874154,-87.662459,1303741004.0,79715435,79715835
79715835,41.874158,-87.662173,1303741010.0,79715619,79715975
79715975,41.874156,-87.661858,1303741014.0,79715835,79716076
79716076,41.874166,-87.661545,1303741017.0,79715975,79716180
79716180,41.874172,-87.661179,1303741020.0,79716076,79716257
79716257,41.874174,-87.660925,1303741022.0,79716180,79716333
79716333,41.87418,-87.66067,1303741024.0,79716257,79716404
79716404,41.874181,-87.66041,1303741026.0,79716333,79716482
79716482,41.874179,-87.660155,1303741028.0,79716404,79716558
79716558,41.874183,-87.659906,1303741030.0,79716482,79716624
79716624,41.874187,-87.659652,1303741032.0,79716558,79716697
79716697,41.874191,-87.659396,1303741034.0,79716624,79716769
79716769,41.874196,-87.659128,1303741036.0,79716697,79716845
79716845,41.874201,-87.658871,1303741038.0,79716769,79716959
79716959,41.874209,-87.658517,1303741041.0,79716845,79717072
79717072,41.874216,-87.658188,1303741044.0,79716959,79717186
79717186,41.874223,-87.657901,1303741047.0,79717072,79717335
79717335,41.874228,-87.657651,1303741051.0,79717186,79718216
79718216,41.874238,-87.65738,1303741079.0,79717335,79718352
79718352,41.874241,-87.657124,1303741083.0,79718216,79718466
79718466,41.874243,-87.656864,1303741086.0,79718352,79718565
79718565,41.874251,-87.656544,1303741089.0,79718466,79718632
79718632,41.874254,-87.656293,1303741091.0,79718565,79718703
79718703,41.87426,-87.656033,1303741093.0,79718632,79718775
79718775,41.874264,-87.655778,1303741095.0,79718703,79718848
79718848,41.874267,-87.655513,1303741097.0,79718775,79718925
79718925,41.874268,-87.655248,1303741099.0,79718848,79719004
79719004,41.874271,-87.654985,1303741101.0,79718925,79719081
79719081,41.874278,-87.654719,1303741103.0,79719004,79719149
79719149,41.874287,-87.654448,1303741105.0,79719081,79719216
79719216,41.874294,-87.65418,1303741107.0,79719149,79719285
79719285,41.874298,-87.653919,1303741109.0,79719216,79719358
79719358,41.874301,-87.653665,1303741111.0,79719285,79719427
79719427,41.874302,-87.653411,1303741113.0,79719358,79719521
79719521,41.874308,-87.653058,1303741116.0,79719427,79719631
79719631,41.874317,-87.652698,1303741119.0,79719521,79719746
79719746,41.874323,-87.652339,1303741122.0,79719631,79719851
79719851,41.874326,-87.652006,1303741125.0,79719746,79719951
79719951,41.874325,-87.651667,1303741128.0,79719851,79720020
79720020,41.874335,-87.651413,1303741130.0,79719951,79720091
79720091,41.874349,-87.651154,1303741132.0,79720020,79720161
79720161,41.874358,-87.650902,1303741134.0,79720091,79720270
79720270,41.874369,-87.650549,1303741137.0,79720161,79720374
79720374,41.874377,-87.650241,1303741140.0,79720270,79720557
79720557,41.874386,-87.649996,1303741145.0,79720374,79720819
79720819,41.874388,-87.649685,1303741152.0,79720557,79720923
79720923,41.874398,-87.649368,1303741155.0,79720819,79721032
79721032,41.874398,-87.649022,1303741158.0,79720923,79721141
79721141,41.874406,-87.64867,1303741161.0,79721032,79721252
79721252,41.8744,-87.648339,1303741164.0,79721141,79721368
79721368,41.874371,-87.648069,1303741167.0,79721252,79721508
79721508,41.874338,-87.647825,1303741171.0,79721368,79721877
79721877,41.874285,-87.647593,1303741181.0,79721508,79722011
79722011,41.87427,-87.647329,1303741185.0,79721877,79722117
79722117,41.87426,-87.647057,1303741188.0,79722011,79722226
79722226,41.874267,-87.646755,1303741191.0,79722117,79722338
79722338,41.874274,-87.646439,1303741194.0,79722226,79722449
79722449,41.874283,-87.646144,1303741197.0,79722338,79722556
79722556,41.874291,-87.64582,1303741200.0,79722449,79722665
79722665,41.874298,-87.645478,1303741203.0,79722556,None
