77680965,41.874107,-87.65671,1303592225.0,None,77681439
77681439,41.874203,-87.656452,1303592238.0,77680965,77681504
77681504,41.874191,-87.656199,1303592241.0,77681439,77681613
77681613,41.874191,-87.655955,1303592244.0,77681504,77681982
77681982,41.874205,-87.655695,1303592264.0,77681613,77682013
77682013,41.874219,-87.655356,1303592268.0,77681982,77682030
77682030,41.874227,-87.655112,1303592270.0,77682013,77682048
77682048,41.874232,-87.654834,1303592272.0,77682030,77682067
77682067,41.874239,-87.65454,1303592274.0,77682048,77682087
77682087,41.874248,-87.654245,1303592276.0,77682067,77682107
77682107,41.874256,-87.653953,1303592278.0,77682087,77682129
77682129,41.874263,-87.653668,1303592280.0,77682107,77682151
77682151,41.874271,-87.653395,1303592282.0,77682129,77682174
77682174,41.874278,-87.653134,1303592284.0,77682151,77682198
77682198,41.874283,-87.652877,1303592286.0,77682174,77682222
77682222,41.874286,-87.652622,1303592288.0,77682198,77682247
77682247,41.874291,-87.652378,1303592290.0,77682222,77682286
77682286,41.874298,-87.652073,1303592293.0,77682247,77682321
77682321,41.874301,-87.651768,1303592296.0,77682286,77682363
77682363,41.874306,-87.651398,1303592299.0,77682321,77682390
77682390,41.874309,-87.651114,1303592301.0,77682363,77682420
77682420,41.874313,-87.650817,1303592303.0,77682390,77682451
77682451,41.874319,-87.650516,1303592305.0,77682420,77682473
77682473,41.874326,-87.650229,1303592307.0,77682451,77682505
77682505,41.87433,-87.649955,1303592309.0,77682473,77682538
77682538,41.874336,-87.649678,1303592311.0,77682505,77682569
77682569,41.874339,-87.649389,1303592313.0,77682538,77682598
77682598,41.874341,-87.649096,1303592315.0,77682569,77682631
77682631,41.874342,-87.648804,1303592317.0,77682598,77682666
77682666,41.874347,-87.648517,1303592319.0,77682631,77682700
77682700,41.874339,-87.648243,1303592321.0,77682666,77682732
77682732,41.874314,-87.647968,1303592323.0,77682700,77682767
77682767,41.874287,-87.64771,1303592325.0,77682732,77682821
77682821,41.87425,-87.647405,1303592328.0,77682767,77682891
77682891,41.874108,-87.647174,1303592332.0,77682821,77682946
77682946,41.873925,-87.647178,1303592335.0,77682891,77683002
77683002,41.873679,-87.647179,1303592338.0,77682946,77683040
77683040,41.873485,-87.647181,1303592340.0,77683002,77683078
77683078,41.873282,-87.647177,1303592342.0,77683040,77683115
77683115,41.873076,-87.647172,1303592344.0,77683078,77683154
77683154,41.872876,-87.647164,1303592346.0,77683115,77683192
77683192,41.872682,-87.647158,1303592348.0,77683154,77683233
77683233,41.872494,-87.647147,1303592350.0,77683192,77683294
77683294,41.872233,-87.647136,1303592353.0,77683233,77683352
77683352,41.872005,-87.64713,1303592356.0,77683294,77683414
77683414,41.871759,-87.647121,1303592359.0,77683352,77683455
77683455,41.871578,-87.647112,1303592361.0,77683414,77683499
77683499,41.87139,-87.647102,1303592363.0,77683455,77683542
77683542,41.871202,-87.647094,1303592365.0,77683499,77683585
77683585,41.871004,-87.647083,1303592367.0,77683542,77683607
77683607,41.870796,-87.647076,1303592369.0,77683585,77683625
77683625,41.870591,-87.647075,1303592371.0,77683607,77683661
77683661,41.870401,-87.647077,1303592373.0,77683625,77683710
77683710,41.87015,-87.647069,1303592376.0,77683661,77683770
77683770,41.869931,-87.64707,1303592380.0,77683710,77684288
77684288,41.869739,-87.647062,1303592404.0,77683770,77684373
77684373,41.869506,-87.64705,1303592408.0,77684288,77684447
77684447,41.869238,-87.647045,1303592411.0,77684373,77684494
77684494,41.869034,-87.647032,1303592413.0,77684447,77684540
77684540,41.868824,-87.647024,1303592415.0,77684494,77684587
77684587,41.868616,-87.647024,1303592417.0,77684540,77684627
77684627,41.868419,-87.647021,1303592419.0,77684587,77684682
77684682,41.868231,-87.647015,1303592421.0,77684627,77684760
77684760,41.867967,-87.647022,1303592424.0,77684682,77684834
77684834,41.867744,-87.64705,1303592427.0,77684760,77684953
77684953,41.86756,-87.647074,1303592432.0,77684834,77685416
77685416,41.867378,-87.647079,1303592450.0,77684953,77685549
77685549,41.867194,-87.647202,1303592455.0,77685416,77685659
77685659,41.867169,-87.647529,1303592459.0,77685549,77685738
77685738,41.867168,-87.647891,1303592462.0,77685659,77685798
77685798,41.867164,-87.648161,1303592464.0,77685738,77685856
77685856,41.867158,-87.648435,1303592466.0,77685798,77685912
77685912,41.867154,-87.648699,1303592468.0,77685856,77685990
77685990,41.867157,-87.649032,1303592471.0,77685912,77686094
77686094,41.867145,-87.649276,1303592475.0,77685990,77686604
77686604,41.867122,-87.649583,1303592493.0,77686094,77686693
77686693,41.867119,-87.649906,1303592496.0,77686604,77686747
77686747,41.867114,-87.650162,1303592498.0,77686693,77686807
77686807,41.867109,-87.650415,1303592500.0,77686747,77686904
77686904,41.867106,-87.650739,1303592503.0,77686807,77687021
77687021,41.867132,-87.651013,1303592507.0,77686904,77687143
77687143,41.867307,-87.651082,1303592511.0,77687021,77687261
77687261,41.867561,-87.65104,1303592515.0,77687143,77687319
77687319,41.867744,-87.651042,1303592517.0,77687261,77687381
77687381,41.867945,-87.651043,1303592519.0,77687319,77687448
77687448,41.868158,-87.651047,1303592521.0,77687381,77687507
77687507,41.86837,-87.651055,1303592523.0,77687448,77687571
77687571,41.868575,-87.651059,1303592525.0,77687507,77687632
77687632,41.868768,-87.65106,1303592527.0,77687571,77687723
77687723,41.869009,-87.651064,1303592530.0,77687632,77687839
77687839,41.869217,-87.651092,1303592534.0,77687723,77688766
77688766,41.869394,-87.651142,1303592563.0,77687839,77688899
77688899,41.869476,-87.651424,1303592567.0,77688766,77688999
77688999,41.86947,-87.651748,1303592570.0,77688899,77689070
77689070,41.869466,-87.652002,1303592572.0,77688999,77689137
77689137,41.869461,-87.652272,1303592574.0,77689070,77689202
77689202,41.869457,-87.652544,1303592576.0,77689137,77689262
77689262,41.869454,-87.652819,1303592578.0,77689202,77689331
77689331,41.869454,-87.653098,1303592580.0,77689262,77689382
77689382,41.869451,-87.653369,1303592582.0,77689331,77689454
77689454,41.869448,-87.653627,1303592584.0,77689382,77689547
77689547,41.869453,-87.653931,1303592587.0,77689454,77689628
77689628,41.869445,-87.654209,1303592594.0,77689547,77689651
77689651,41.869437,-87.65453,1303592598.0,77689628,77689672
77689672,41.869426,-87.654892,1303592601.0,77689651,77689688
77689688,41.869414,-87.655152,1303592603.0,77689672,77689704
77689704,41.869404,-87.655403,1303592605.0,77689688,77689731
77689731,41.869392,-87.655758,1303592608.0,77689704,77689760
77689760,41.869384,-87.656064,1303592611.0,77689731,77689812
77689812,41.869385,-87.656355,1303592616.0,77689760,77689857
77689857,41.869376,-87.656638,1303592620.0,77689812,77689893
77689893,41.869362,-87.656899,1303592623.0,77689857,77689930
77689930,41.86933,-87.657189,1303592626.0,77689893,77689969
77689969,41.869311,-87.65749,1303592629.0,77689930,77690009
77690009,41.869298,-87.657814,1303592632.0,77689969,77690051
77690051,41.869282,-87.658132,1303592635.0,77690009,77690086
77690086,41.869268,-87.658483,1303592638.0,77690051,77690118
77690118,41.869257,-87.658735,1303592640.0,77690086,77690149
77690149,41.869247,-87.658994,1303592642.0,77690118,77690177
77690177,41.869238,-87.65925,1303592644.0,77690149,77690207
77690207,41.86923,-87.659506,1303592646.0,77690177,77690241
77690241,41.869223,-87.659761,1303592648.0,77690207,77690273
77690273,41.869215,-87.660013,1303592650.0,77690241,77690303
77690303,41.869207,-87.660264,1303592652.0,77690273,77690335
77690335,41.869198,-87.660518,1303592654.0,77690303,77690371
77690371,41.869189,-87.66077,1303592656.0,77690335,77690422
77690422,41.869178,-87.661101,1303592659.0,77690371,77690472
77690472,41.869166,-87.661398,1303592662.0,77690422,77690528
77690528,41.869151,-87.661711,1303592665.0,77690472,77690580
77690580,41.869139,-87.662068,1303592668.0,77690528,77690615
77690615,41.869133,-87.662331,1303592670.0,77690580,77690652
77690652,41.869123,-87.662592,1303592672.0,77690615,77690691
77690691,41.869113,-87.662841,1303592674.0,77690652,77690748
77690748,41.869103,-87.663186,1303592677.0,77690691,77690804
77690804,41.869094,-87.663479,1303592680.0,77690748,77690881
77690881,41.869083,-87.663749,1303592684.0,77690804,77691085
77691085,41.869056,-87.664015,1303592694.0,77690881,77691147
77691147,41.869046,-87.664303,1303592697.0,77691085,77691177
77691177,41.869039,-87.664547,1303592699.0,77691147,77691220
77691220,41.869031,-87.664799,1303592701.0,77691177,77691267
77691267,41.869025,-87.665053,1303592703.0,77691220,77691314
77691314,41.869018,-87.665314,1303592705.0,77691267,77691356
77691356,41.869015,-87.665568,1303592707.0,77691314,77691394
77691394,41.86901,-87.665812,1303592709.0,77691356,77691439
77691439,41.869003,-87.666056,1303592711.0,77691394,77691486
77691486,41.868986,-87.666424,1303592714.0,77691439,77691510
77691510,41.868979,-87.666681,1303592716.0,77691486,77691544
77691544,41.868971,-87.666949,1303592718.0,77691510,77691550
77691550,41.868961,-87.667224,1303592720.0,77691544,77691585
77691585,41.868953,-87.667507,1303592722.0,77691550,77691616
77691616,41.868948,-87.667787,1303592724.0,77691585,77691651
77691651,41.868948,-87.668055,1303592726.0,77691616,77691706
77691706,41.868946,-87.668388,1303592729.0,77691651,77691833
77691833,41.86894,-87.668639,1303592735.0,77691706,77691960
77691960,41.868927,-87.668888,1303592741.0,77691833,77692030
77692030,41.868917,-87.669191,1303592744.0,77691960,77692078
77692078,41.868911,-87.669439,1303592746.0,77692030,77692122
77692122,41.868904,-87.669711,1303592748.0,77692078,77692165
77692165,41.868897,-87.669976,1303592750.0,77692122,77692209
77692209,41.868891,-87.670231,1303592752.0,77692165,77692254
77692254,41.86889,-87.670477,1303592754.0,77692209,77692314
77692314,41.868882,-87.670796,1303592757.0,77692254,77692460
77692460,41.868874,-87.671056,1303592763.0,77692314,77692567
77692567,41.868894,-87.671348,1303592768.0,77692460,77692642
77692642,41.868906,-87.671662,1303592771.0,77692567,77692694
77692694,41.868901,-87.671913,1303592773.0,77692642,77692737
77692737,41.868889,-87.672174,1303592775.0,77692694,77692788
77692788,41.86888,-87.672431,1303592777.0,77692737,77692832
77692832,41.868875,-87.672681,1303592779.0,77692788,77692904
77692904,41.868871,-87.673009,1303592782.0,77692832,77693001
77693001,41.868874,-87.673274,1303592786.0,77692904,77693192
77693192,41.868877,-87.673578,1303592793.0,77693001,77693267
77693267,41.868876,-87.673911,1303592796.0,77693192,77693318
77693318,41.868874,-87.67418,1303592798.0,77693267,77693371
77693371,41.868869,-87.674458,1303592800.0,77693318,77693423
77693423,41.868863,-87.674721,1303592802.0,77693371,77693479
